fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia
20210920 004036	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	269	TRUE	0.0285263571473045	0.64060571033383	4895	138	0.0257306224507816	12948750
20210920 004251	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	544	TRUE	0.0123941856530772	0.617756780177663	2809	946	0.0333104071220054	12622500
20210920 004416	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	561	TRUE	0.0266647281887447	0.602295954163768	3972	17	0.027378517488419	12632500
20210920 004516	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0293196716937753	0.625047156323363	4871	411	0.0200078212837451	12656250
20210920 004659	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	472	TRUE	0.0142061644940537	0.722106196551979	3258	77	0.0349100075484998	12287500
20210920 004807	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	225	TRUE	0.0180348584418351	0.71087068298317	3042	193	0.0216594316220864	12382500
20210920 004941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	501	TRUE	0.0194088636538008	0.721583161734883	3461	742	0.0282797468105715	12935000
20210920 005210	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	654	TRUE	0.010773601630097	0.657842229059222	2719	507	0.0279200033713703	12706250
20210920 005307	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	237	TRUE	0.0234839017844891	0.723174095709296	4049	356	0.0266194103204805	12680000
20210920 005408	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	338	TRUE	0.0315752319193277	0.652664583246533	3902	34	0.023682421467201	12827500
20210920 005433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	75	TRUE	0.0831268955378878	0.759493225050899	3413	356	0.0222224701744909	12366250
20210920 005524	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	218	TRUE	0.0460037344230297	0.382544378891994	5384	506	0.0218997471340944	12447500
